Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser
Complete,2022-09-14T18:47:47Z,3,On phone all options not visible,Negative,Mobile,Google App
Complete,2022-09-14T18:52:41Z,5,,,Desktop,Chrome
Complete,2022-09-14T18:53:47Z,4,i cant apply credits to the invoices that they apply to.,Neutral,Desktop,Chrome
Complete,2022-09-14T18:54:02Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-14T18:55:35Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-14T18:57:21Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T19:00:22Z,1,,,Desktop,Safari
Complete,2022-09-14T19:01:49Z,1,No images,Negative,Mobile,Safari mobile
Complete,2022-09-14T19:03:37Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-14T19:05:50Z,5,"its an easy website to work with, plus i can get all the extra information i need by call our local sunbelt store",Positive,Mobile,Chrome
Complete,2022-09-14T19:09:51Z,1,"I'm interested in an item that has a Add to cart after I've provide my location but after making calls the nearest one is in another state hundreds of miles away - pitiful system you have,",Negative,Desktop,Microsoft Edge
Complete,2022-09-14T19:14:31Z,4,Not enough local information included.  Mainly the phone number of the stores vs. having to go through an 800 number.,Negative,Desktop,Chrome
Complete,2022-09-14T19:15:53Z,5,,,Desktop,Chrome
Complete,2022-09-14T19:16:36Z,5,Don't know,Neutral,Mobile,Mobile Samsung Browser
Complete,2022-09-14T19:20:51Z,1,i can not log into my account,Negative,Desktop,Chrome
Complete,2022-09-14T19:28:39Z,5,easy to use,Positive,Desktop,Microsoft Edge
Complete,2022-09-14T19:35:34Z,5,Easy to understand,Positive,Mobile,Safari mobile
Complete,2022-09-14T19:35:59Z,1,it's very cumbersome and availability is unreliable,Negative,Desktop,Chrome
Complete,2022-09-14T19:36:25Z,5,Cause I wanted to it was very Specific,Neutral,Mobile,Safari mobile
Complete,2022-09-14T19:41:06Z,5,Excellent service,Positive,Desktop,Chrome
Complete,2022-09-14T19:44:13Z,1,,,Desktop,Chrome
Complete,2022-09-14T19:45:44Z,5,,,Desktop,Chrome
Complete,2022-09-14T19:47:59Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T19:56:35Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-14T19:56:51Z,5,,,Desktop,Chrome
Complete,2022-09-14T19:56:55Z,4,Bdjdnd,,Mobile,Chrome Mobile
Complete,2022-09-14T20:01:06Z,5,work with them before,Neutral,Desktop,Microsoft Edge
Complete,2022-09-14T20:05:06Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-14T20:06:59Z,3,command center spins,Neutral,Desktop,Chrome
Complete,2022-09-14T20:08:09Z,2,Not a friendly interface. Hard to find my equipment that is on rent,Negative,Desktop,Chrome
Complete,2022-09-14T20:08:36Z,1,Millage from job location to store in incorrect on map.,Negative,Desktop,Chrome
Complete,2022-09-14T20:13:49Z,1,Vendor Payment Portal inadequate,Negative,Desktop,Chrome
Complete,2022-09-14T20:14:55Z,5,Easy site to navigate.,Positive,Mobile,Chrome Mobile
Complete,2022-09-14T20:15:04Z,1,IT ALLOWS ME TO RESERVE EQUIPMENT AT THE LOCAL BRANCH AND PAY FOR IT WHEN THEY HAVE NO STOCK OF THE ITEMS.,Positive,Desktop,Chrome
Complete,2022-09-14T20:15:22Z,5,Great service,Positive,Mobile,Mobile Samsung Browser
Complete,2022-09-14T20:15:32Z,5,,,Mobile,Google App
Complete,2022-09-14T20:16:20Z,5,I spoke with a Representative Susan) at the 800 number listed on the top banner of the website. She picked up on the first ring and was extremely helpful.,Positive,Desktop,Microsoft Edge
Complete,2022-09-14T20:22:24Z,4,No one is perfect,Negative,Mobile,Safari mobile
Complete,2022-09-14T20:28:47Z,4,,,Mobile,Safari mobile
Complete,2022-09-14T20:33:14Z,5,Easy,Positive,Desktop,Chrome
Complete,2022-09-14T20:36:22Z,2,It can be slow sometimes.,Negative,Desktop,Chrome
Complete,2022-09-14T20:38:18Z,4,Haven't found what I'm looking yet.,Neutral,Mobile,Chrome Mobile
Complete,2022-09-14T20:38:34Z,5,its easy to use.,Positive,Desktop,Firefox
Complete,2022-09-14T20:39:13Z,4,,,Desktop,Chrome
Complete,2022-09-14T20:43:56Z,3,SOME GOOD SOME BAD,Negative,Desktop,Chrome
Complete,2022-09-14T20:44:17Z,1,make more like google,Neutral,Desktop,Chrome
Complete,2022-09-14T20:45:15Z,1,Slow,Negative,Mobile,Safari mobile
Complete,2022-09-14T20:47:50Z,2,no way to adjust existing reservations on line.,Negative,Desktop,Safari
Complete,2022-09-14T20:52:41Z,5,Everything was seamless.,Positive,Desktop,Safari
Complete,2022-09-14T20:54:23Z,1,"No pictures of mini
excavators",Negative,Desktop,Safari
Complete,2022-09-14T20:56:34Z,5,Perfect,Positive,Mobile,Google App
Complete,2022-09-14T21:00:56Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T21:08:18Z,5,"I needed information, went on your site and was able to find it quickly",Positive,Desktop,Chrome
Complete,2022-09-14T21:08:21Z,5,Fairly easy to find needed equipment.  Prices seem a little high on some items.,Mixed,Desktop,Firefox
Complete,2022-09-14T21:10:11Z,4,,,Mobile,Google App
Complete,2022-09-14T21:10:30Z,4,,,Tablet,Chrome Mobile
Complete,2022-09-14T21:12:40Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-14T21:21:15Z,5,100%,Neutral,Mobile,Chrome Mobile
Complete,2022-09-14T21:21:34Z,5,Easy to use and pay!,Positive,Desktop,Chrome
Complete,2022-09-14T21:25:39Z,5,Ease of use,Positive,Mobile,Safari mobile
Complete,2022-09-14T21:28:43Z,3,"looking at a trencher and it does not list the trench width, only depth.",Negative,Desktop,Chrome
Complete,2022-09-14T21:29:16Z,1,Buggy,Negative,Desktop,Firefox
Complete,2022-09-14T21:29:21Z,1,horribly slow in the past two months.,Negative,Desktop,Chrome
Complete,2022-09-14T21:44:25Z,5,easy,Positive,Desktop,Chrome
Complete,2022-09-14T21:47:33Z,5,Good service,Positive,Mobile,Chrome Mobile
Complete,2022-09-14T21:49:54Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-14T21:51:10Z,5,You provided information and exact pricing for I was looking for and pictures of the Equipment as well,Positive,Desktop,Chrome
Complete,2022-09-14T21:55:59Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T21:57:23Z,5,Always been very responsive and accurate. Thanks.,Positive,Mobile,Chrome Mobile
Complete,2022-09-14T21:59:41Z,4,"I was looking for the addresses closes to me 20706 it give me the Fairmount Heights, Md. and Glenarden ,Md locations but not the address so I can stop in the office.",Neutral,Desktop,Chrome
Complete,2022-09-14T22:00:37Z,4,,,Mobile,Safari mobile
Complete,2022-09-14T22:02:06Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T22:10:32Z,2,Hard to find locations.,Negative,Desktop,Chrome
Complete,2022-09-14T22:14:09Z,3,Because,Neutral,Mobile,Chrome Mobile
Complete,2022-09-14T22:14:17Z,5,Because you deserve it!  Great to work with and website is easy to maneuver in.,Positive,Desktop,Microsoft Edge
Complete,2022-09-14T22:15:51Z,3,Website terrible,Negative,Mobile,Safari mobile
Complete,2022-09-14T22:21:34Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T22:35:36Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T22:45:17Z,5,Easy to use,Positive,Desktop,Chrome
Complete,2022-09-14T22:47:48Z,4,It was a good website,Positive,Mobile,Chrome Mobile
Complete,2022-09-14T23:00:03Z,3,"cart not clear on pick up and return of equipment... just days.  can we return on days you location is not open? i was told that they would not be open on saturday, the day I need but is available to rent?  i don't get it.",Negative,Desktop,Chrome
Complete,2022-09-14T23:01:05Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T23:04:56Z,1,website is slow to load. Can't set my location for pricing even though you have multiple outlets in Edmonton Alberta.,Negative,Desktop,Firefox
Complete,2022-09-14T23:06:33Z,1,,,Mobile,Safari mobile
Complete,2022-09-14T23:07:54Z,3,I don't want to fill out a credit app for a 1 time rental,Negative,Desktop,Safari
Complete,2022-09-14T23:12:10Z,5,,,Desktop,Chrome
Complete,2022-09-14T23:15:32Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-14T23:25:57Z,5,Easy to use,Positive,Mobile,Safari mobile
Complete,2022-09-14T23:44:44Z,5,,,Mobile,Safari mobile
Complete,2022-09-14T23:49:45Z,5,Easy website,Positive,Mobile,Chrome Mobile
Complete,2022-09-15T00:01:30Z,5,,,Desktop,Safari
Complete,2022-09-15T00:02:56Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T00:03:49Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T00:08:29Z,1,I want a list of GT stores by state,Neutral,Desktop,Chrome
Complete,2022-09-15T00:08:45Z,5,I like sunbelt rentals!,Positive,Mobile,Safari mobile
Complete,2022-09-15T00:29:24Z,1,I want bring the tool back the same day and your calendar will not allow that. I'm picking up in the morning and bringing back that night. 1 day not 2,Negative,Desktop,Chrome
Complete,2022-09-15T00:37:54Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T00:56:01Z,4,just did,Neutral,Desktop,Safari
Complete,2022-09-15T01:02:34Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T01:05:36Z,5,,,Desktop,Chrome
Complete,2022-09-15T01:05:56Z,1,lockes up all the time,Negative,Desktop,Microsoft Edge
Complete,2022-09-15T01:07:14Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T01:12:19Z,5,,,Mobile,Facebook App
Complete,2022-09-15T01:23:23Z,5,,,Desktop,Chrome
Complete,2022-09-15T01:23:49Z,1,,,Mobile,Mobile Samsung Browser
Complete,2022-09-15T01:26:11Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T02:21:11Z,1,Taking me in circles. If I pick a pick up date and time and not available then suggest when item can be picked up,Negative,Mobile,Safari mobile
Complete,2022-09-15T02:55:54Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T03:13:02Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T03:45:51Z,4,,,Mobile,Safari mobile
Complete,2022-09-15T03:46:59Z,3,For the average homeowner that knows little about using heavier equipment around the house. A more detailed description of what to expect from the equipment would help.,Neutral,Mobile,Chrome Mobile
Complete,2022-09-15T03:58:52Z,5,Upfront pricing,Neutral,Mobile,Safari mobile
Complete,2022-09-15T04:02:25Z,3,,,Mobile,Safari mobile
Complete,2022-09-15T04:24:16Z,1,,,Mobile,Safari mobile
Complete,2022-09-15T04:41:11Z,4,,,Desktop,Microsoft Edge
Complete,2022-09-15T04:43:36Z,5,Ease of use.,Positive,Mobile,Chrome Mobile
Complete,2022-09-15T05:53:55Z,3,,,Mobile,Safari mobile
Complete,2022-09-15T06:10:41Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T06:30:27Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T06:40:03Z,5,It showed me what I was looking for and showed it without much effort -- not many clicks,Positive,Mobile,Chrome Mobile
Complete,2022-09-15T09:42:34Z,5,Easy to use,Positive,Mobile,Chrome Mobile
Complete,2022-09-15T10:10:44Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T10:12:15Z,5,,,Tablet,Chrome
Complete,2022-09-15T10:38:07Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T10:51:47Z,4,,,Mobile,Safari mobile
Complete,2022-09-15T10:59:08Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T11:16:41Z,5,Easy to navigate,Positive,Desktop,Chrome
Complete,2022-09-15T11:18:55Z,5,Dry easy to navigate and find what I’m looking for,Positive,Mobile,Google App
Complete,2022-09-15T11:24:12Z,1,"The map takes too long to open, it times out too quickly, and it doesn't allow me to span out as far as needed when searching for equipment outside the dirt store. The old map better served my needs. Thank you!",Negative,Desktop,Chrome
Complete,2022-09-15T11:41:44Z,4,"Easy to search and select equipment.
Would like to reserve and begin the rental process online.",Positive,Mobile,Safari mobile
Complete,2022-09-15T11:53:22Z,1,"Hard to find details, frustrating trying to navigate when the bottons to add an item or select locations don’t load. Going to have to just call",Negative,Mobile,Safari mobile
Complete,2022-09-15T11:54:01Z,5,,,Desktop,Chrome
Complete,2022-09-15T11:55:25Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T11:58:46Z,5,,,Desktop,Chrome
Complete,2022-09-15T12:01:13Z,5,,,Desktop,Chrome
Complete,2022-09-15T12:04:26Z,5,Cause,Negative,Mobile,Chrome Mobile
Complete,2022-09-15T12:09:14Z,4,Very thorough,Positive,Mobile,Android WebView
Complete,2022-09-15T12:19:16Z,4,Site freezes up,Negative,Mobile,Chrome Mobile
Complete,2022-09-15T12:29:37Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T12:29:44Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-15T12:32:05Z,4,Before I was able to see he who he PCM was and OSR,Neutral,Desktop,Microsoft Edge
Complete,2022-09-15T12:33:03Z,1,can't get into my account.,Negative,Desktop,Microsoft Edge
Complete,2022-09-15T12:44:47Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T12:47:56Z,3,it was a bit confusing why it wouldn't accept my location selection.,Negative,Desktop,Chrome
Complete,2022-09-15T12:51:14Z,5,Works Great!!,Positive,Desktop,Chrome
Complete,2022-09-15T12:51:34Z,5,,,Mobile,Mobile Samsung Browser
Complete,2022-09-15T12:59:09Z,5,EASY TO USE,Positive,Desktop,Microsoft Edge
Complete,2022-09-15T13:07:48Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-15T13:14:32Z,5,Very knowledgeable and caring person,Positive,Mobile,Safari mobile
Complete,2022-09-15T13:19:07Z,4,,,Mobile,Safari mobile
Complete,2022-09-15T13:24:29Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T13:27:01Z,5,Very easy application,Positive,Desktop,Chrome
Complete,2022-09-15T13:27:50Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T13:29:33Z,5,,,Desktop,Chrome
Complete,2022-09-15T13:30:23Z,5,Your team members all go the extra mile yo accommodate our needs.,Positive,Desktop,Chrome
Complete,2022-09-15T13:33:33Z,3,"i USE IT ALL DAY ON AND OFF. IF I DON'T USE IT FOR A CERTAIN AMOUNT OF TIME, IT MAKES ME SIGN BACK IN. IT DOES GET ANNOYING TO HAVE TO SIGN BACK IN TEN TIMES A DAY.",Negative,Desktop,Microsoft Edge
Complete,2022-09-15T13:34:32Z,4,,,Desktop,Chrome
Complete,2022-09-15T13:34:54Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T13:38:08Z,5,Friendly and responsive,Positive,Mobile,Safari mobile
Complete,2022-09-15T13:44:27Z,5,Ease of navigation and good product descriptions.,Positive,Desktop,Firefox
Complete,2022-09-15T13:49:10Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-15T13:50:31Z,5,Access to good information on the items my company rents....including when things have been returned.,Positive,Desktop,Chrome
Complete,2022-09-15T13:54:48Z,3,"transferred me to the ""right store""... rang several times and hung up....twice.",Negative,Desktop,Microsoft Edge
Complete,2022-09-15T13:55:55Z,4,I don't like that you can't more easily find existing job sites.,Negative,Desktop,Chrome
Complete,2022-09-15T13:55:59Z,1,,,Desktop,Chrome
Complete,2022-09-15T14:06:39Z,2,all open invoices are not posted,Neutral,Desktop,Microsoft Edge
Complete,2022-09-15T14:15:12Z,1,on hold and listened to the same info 50 times that f*** insane! and doesnt make me want to stay on hold!!!!!,Negative,Desktop,Chrome
Complete,2022-09-15T14:20:07Z,4,,,Desktop,Chrome
Complete,2022-09-15T14:20:09Z,1,,,Desktop,Chrome
Complete,2022-09-15T14:25:40Z,1,,,Mobile,Google App
Complete,2022-09-15T14:25:55Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T14:29:33Z,1,Website spun and can't navigate anywhere,Negative,Desktop,Chrome
Complete,2022-09-15T14:32:20Z,1,,,Desktop,Chrome
Complete,2022-09-15T14:37:27Z,5,Djdn,,Mobile,Chrome Mobile
Complete,2022-09-15T14:38:47Z,3,because it did not let me reset my password,Negative,Desktop,Chrome
Complete,2022-09-15T14:43:12Z,1,It's terrible!,Negative,Desktop,Chrome
Complete,2022-09-15T14:43:26Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-15T14:45:18Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-15T14:47:07Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-15T14:49:15Z,3,,,Desktop,Chrome
Complete,2022-09-15T14:49:52Z,4,,,Mobile,Safari mobile
Complete,2022-09-15T14:50:38Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T14:53:25Z,1,"It is not intuitive at all!  I will need to call to finish the process.  It wont allow you to pick up and return on the same day (Saturday), and Sunday isn't an option to return so it's trying to force me to rent it through Monday which is double the price.  Super annoying.",Negative,Desktop,Chrome
Complete,2022-09-15T15:01:13Z,5,,,Desktop,Chrome
Complete,2022-09-15T15:06:11Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T15:21:15Z,5,Easy to navigate and find what we need,Positive,Tablet,Google App
Complete,2022-09-15T15:21:39Z,2,Website won't load. Can see pictures to accurately pick an equipment.,Negative,Mobile,Mobile Samsung Browser
Complete,2022-09-15T15:27:43Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T15:28:48Z,5,"all info here, easy to navigate",Positive,Desktop,Chrome
Complete,2022-09-15T15:31:47Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T15:38:46Z,1,Your website is consistently extremely slow to load.,Negative,Desktop,Chrome
Complete,2022-09-15T15:40:36Z,4,The equipment was not available the days that I needed it,Negative,Mobile,Chrome Mobile
Complete,2022-09-15T15:40:56Z,5,,,Desktop,Chrome
Complete,2022-09-15T15:51:20Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T15:53:48Z,5,EASY TO USE,Positive,Desktop,Chrome
Complete,2022-09-15T15:53:53Z,1,,,Desktop,Firefox
Complete,2022-09-15T15:54:29Z,5,Great information,Positive,Mobile,Safari mobile
Complete,2022-09-15T15:55:11Z,1,It is embarrassing when i have to sit here for long periods of time waiting for it to move from page to page or to log on. The customers are quite annoyed.,Negative,Desktop,Chrome
Complete,2022-09-15T16:00:13Z,2,,,Desktop,Safari
Complete,2022-09-15T16:00:41Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T16:04:07Z,3,Little cumbersome to navigate.  Would like to be able to schedule pickup of rentals in advance instead of same day.,Negative,Desktop,Firefox
Complete,2022-09-15T16:04:13Z,5,So easy to use and any/all information I need is right here!,Positive,Desktop,Chrome
Complete,2022-09-15T16:07:12Z,5,I expected it would be long and drawn out to create an account online in order to rent a boom lift quickly.  I am pleasantly suprised at how quick and easy it was.  Took me less than 10 minutes!  Yay!  Go SUNBELT!,Positive,Desktop,Chrome
Complete,2022-09-15T16:11:10Z,3,Needed to call to get a question answered.,Negative,Desktop,Firefox
Complete,2022-09-15T16:11:11Z,4,,,Mobile,Safari mobile
Complete,2022-09-15T16:12:57Z,3,,,Mobile,Safari mobile
Complete,2022-09-15T16:16:47Z,5,,,Desktop,Chrome
Complete,2022-09-15T16:29:05Z,5,Great navigation through website and pricing is available online.,Positive,Desktop,Chrome
Complete,2022-09-15T16:36:59Z,3,"Functionality. Can’t choose same day return.  Then when I chose later date, it tells me the location has been edited to fit my schedule. Doesn’t show the edit, or let me proceed. Very frustrating.",Negative,Mobile,Safari mobile
Complete,2022-09-15T16:41:56Z,1,cant place an order for rentals,Negative,Desktop,Chrome
Complete,2022-09-15T16:43:53Z,4,,,Mobile,Safari mobile
Complete,2022-09-15T16:46:02Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T16:52:49Z,1,It is junk,Negative,Desktop,Microsoft Edge
Complete,2022-09-15T16:53:38Z,1,The invoices are confusing and illegible for customers.,Negative,Desktop,Chrome
Complete,2022-09-15T16:59:14Z,2,,,Desktop,Chrome
Complete,2022-09-15T17:01:02Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-15T17:10:17Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T17:13:59Z,2,The site is hard to work with,Negative,Desktop,Chrome
Complete,2022-09-15T17:20:10Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T17:24:42Z,5,,,Desktop,Chrome
Complete,2022-09-15T17:25:40Z,5,Fast,Positive,Mobile,Safari mobile
Complete,2022-09-15T17:25:51Z,5,You have a great sale rep and I hope that the sunbelt team can live up to his expectations,Positive,Mobile,Safari mobile
Complete,2022-09-15T17:32:28Z,5,Good,Positive,Mobile,Safari mobile
Complete,2022-09-15T17:33:48Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-15T17:34:29Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-15T17:41:08Z,1,your invoices link is not allowng me to get to see my invices and I cannot submit payment online,Negative,Desktop,Chrome
Complete,2022-09-15T17:43:44Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T17:44:24Z,5,,,Desktop,Chrome
Complete,2022-09-15T17:47:03Z,5,Ease of use,Positive,Mobile,Safari mobile
Complete,2022-09-15T17:55:03Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T17:56:59Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T17:57:04Z,5,,,Desktop,Chrome
Complete,2022-09-15T17:59:42Z,4,"I kept using the address from the pull down menu provided once I typed in ‘Kearny’, the website kept rejecting that and asking me to use the address from the pull down menu.  🤷‍♂️

Otherwise, I found what I wanted.",Negative,Mobile,Safari mobile
Complete,2022-09-15T18:00:46Z,3,Mainly 1 thing - the website is not aware of the available inventory at the store. Someone from the store may call me and tell me that the equipment that I just reserved is not available. This is pretty much a horrible short-coming.,Negative,Desktop,Chrome
Complete,2022-09-15T18:02:37Z,4,customer service,Positive,Desktop,Chrome
Complete,2022-09-15T18:05:49Z,3,,,Desktop,Chrome
Complete,2022-09-15T18:16:28Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T18:18:57Z,4,Goof,Neutral,Mobile,Chrome Mobile
Complete,2022-09-15T18:19:10Z,5,Easy to use!,Positive,Desktop,Microsoft Edge
Complete,2022-09-15T18:24:02Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T18:27:39Z,5,,,Desktop,Chrome
Complete,2022-09-15T18:28:50Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T18:29:34Z,5,,,Mobile,Google App
Complete,2022-09-15T18:33:47Z,5,,,Mobile,Google App
Complete,2022-09-15T18:34:03Z,4,,,Desktop,Microsoft Edge
Complete,2022-09-15T18:40:15Z,5,,,Desktop,Chrome
Complete,2022-09-15T18:43:47Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T18:44:20Z,3,,,Desktop,Chrome
Complete,2022-09-15T18:52:36Z,5,customer service,Positive,Desktop,Chrome
Complete,2022-09-15T18:55:48Z,1,would not accept my email address,Negative,Desktop,Chrome
Complete,2022-09-15T18:59:15Z,5,"great variety,
for all work load.",Positive,Desktop,Chrome
Complete,2022-09-15T19:00:08Z,4,,,Desktop,Chrome
Complete,2022-09-15T19:00:39Z,5,QUICK,Positive,Desktop,Microsoft Edge
Complete,2022-09-15T19:03:55Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T19:04:17Z,4,,,Desktop,Chrome
Complete,2022-09-15T19:08:47Z,4,,,Desktop,Chrome
Complete,2022-09-15T19:13:01Z,5,It was very informative,Positive,Mobile,Safari mobile
Complete,2022-09-15T19:13:38Z,5,easy,Positive,Desktop,Firefox
Complete,2022-09-15T19:25:02Z,5,great resource for attaining equipment and tools,Positive,Desktop,Chrome
Complete,2022-09-15T19:25:26Z,5,"Easy, quick response",Positive,Desktop,Chrome
Complete,2022-09-15T19:26:59Z,5,good service,Positive,Desktop,Chrome
Complete,2022-09-15T19:28:38Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-15T19:31:00Z,5,Detailed,Neutral,Desktop,Chrome
Complete,2022-09-15T19:33:06Z,5,Love the new design!,Positive,Desktop,Chrome
Complete,2022-09-15T19:33:23Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T19:40:50Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T19:42:45Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T19:45:47Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T19:50:47Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T19:53:00Z,3,Delivery is 3 times what other local companies charge,Negative,Desktop,Microsoft Edge
Complete,2022-09-15T19:58:45Z,5,,,Desktop,Chrome
Complete,2022-09-15T20:07:41Z,4,,,Desktop,Chrome
Complete,2022-09-15T20:15:00Z,4,its not really the sight. its the quick answers to my questions,Mixed,Desktop,Safari
Complete,2022-09-15T20:20:41Z,5,Appears to be ok,Positive,Mobile,Chrome Mobile
Complete,2022-09-15T20:21:14Z,2,Every now & again your webpage requires me to open a new Chrome window in order to get to the site.,Negative,Desktop,Chrome
Complete,2022-09-15T20:26:55Z,1,"I am a First time caller and was never able to speak with anyone. I tried through the automated service to get a call back but it never happened. 
I called Arts Rental",Negative,Mobile,Safari mobile
Complete,2022-09-15T20:42:14Z,5,I was able to quickly  find what I needed.,Positive,Desktop,Safari
Complete,2022-09-15T20:43:18Z,5,,,Desktop,Microsoft Edge
Complete,2022-09-15T20:48:53Z,5,"The site gave me everything I needed, I reached out to the Speers Rd. Location in Oakville. 
Lou at this location was very knowledgeable, and helpful to talk with. 
Usually I don’t fill out surveys, but Lou was so good I had to make a comment.",Positive,Mobile,Chrome Mobile
Complete,2022-09-15T20:50:49Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T20:51:43Z,1,,,Mobile,Safari mobile
Complete,2022-09-15T20:53:44Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-15T20:53:50Z,4,The employees are very respectful and knowledgeable. Always a great selection of equipment to choose from.,Positive,Mobile,Safari mobile
Complete,2022-09-15T21:00:19Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-15T21:00:32Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T21:03:32Z,3,Not the easiest to locate what I want,Negative,Mobile,Chrome Mobile
Complete,2022-09-15T21:04:57Z,5,Super easy to shop what I need for a project.  All the details about the rates & specs of the lift are uncluttered and to the point.,Positive,Desktop,Chrome
Complete,2022-09-15T21:09:55Z,5,"Very quick, I hate slow webistes",Positive,Desktop,Chrome
Complete,2022-09-15T21:10:57Z,5,Easy to use and compare equipment.,Positive,Desktop,Chrome
Complete,2022-09-15T21:15:23Z,1,,,Mobile,Safari mobile
Complete,2022-09-15T21:18:33Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-15T21:22:09Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T21:28:00Z,5,,,Desktop,Safari
Complete,2022-09-15T21:34:42Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T21:35:12Z,4,,,Desktop,Microsoft Edge
Complete,2022-09-15T21:39:35Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T21:42:49Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-15T21:44:40Z,4,,,Mobile,Chrome Mobile
Complete,2022-09-15T22:04:40Z,1,It's awful,Negative,Mobile,Chrome Mobile
Complete,2022-09-15T22:05:20Z,5,Easy to navigate,Positive,Desktop,Chrome
Complete,2022-09-15T22:08:48Z,5,Easy website,Positive,Desktop,Chrome
Complete,2022-09-15T22:22:56Z,4,.,Neutral,Desktop,Chrome
Complete,2022-09-15T22:37:18Z,5,,,Mobile,Safari mobile
Complete,2022-09-15T22:41:28Z,2,Entertaining my zip code is near impossible,Negative,Mobile,Safari mobile
Complete,2022-09-15T22:50:59Z,1,Should when thing are available so you don't have to keep wasting time.,Positive,Desktop,Firefox
Complete,2022-09-15T22:53:25Z,1,,,Mobile,Chrome Mobile
Complete,2022-09-15T22:55:41Z,5,Clear easy information,Positive,Mobile,Safari mobile
